percept_filename,guess,target,implant_type,model_type,subject,result,task,architecture,architecture_family,run
28975.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
11863.tif,triangle,triangle,6_10,pointy,ABa,True,shape,human,human,ABa
34999.tif,circle,square,6_10,pointy,ABa,False,shape,human,human,ABa
10915.tif,triangle,triangle,6_10,pointy,ABa,True,shape,human,human,ABa
33427.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
35107.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
33511.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
3007.tif,triangle,circle,6_10,pointy,ABa,False,shape,human,human,ABa
3295.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
11659.tif,triangle,triangle,6_10,pointy,ABa,True,shape,human,human,ABa
34171.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
17107.tif,triangle,triangle,6_10,pointy,ABa,True,shape,human,human,ABa
18487.tif,triangle,triangle,6_10,pointy,ABa,True,shape,human,human,ABa
28003.tif,circle,square,6_10,pointy,ABa,False,shape,human,human,ABa
12511.tif,circle,triangle,6_10,pointy,ABa,False,shape,human,human,ABa
34435.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
40315.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
34735.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
1651.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
28363.tif,circle,square,6_10,pointy,ABa,False,shape,human,human,ABa
1435.tif,triangle,circle,6_10,pointy,ABa,False,shape,human,human,ABa
35527.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
40951.tif,square,circle,6_10,pointy,ABa,False,shape,human,human,ABa
1291.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
29179.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
10843.tif,triangle,triangle,6_10,pointy,ABa,True,shape,human,human,ABa
2743.tif,square,circle,6_10,pointy,ABa,False,shape,human,human,ABa
35707.tif,circle,square,6_10,pointy,ABa,False,shape,human,human,ABa
319.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
26767.tif,triangle,square,6_10,pointy,ABa,False,shape,human,human,ABa
2923.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
39439.tif,triangle,circle,6_10,pointy,ABa,False,shape,human,human,ABa
40687.tif,square,circle,6_10,pointy,ABa,False,shape,human,human,ABa
40051.tif,square,circle,6_10,pointy,ABa,False,shape,human,human,ABa
17479.tif,square,triangle,6_10,pointy,ABa,False,shape,human,human,ABa
10351.tif,triangle,triangle,6_10,pointy,ABa,True,shape,human,human,ABa
27715.tif,triangle,square,6_10,pointy,ABa,False,shape,human,human,ABa
35071.tif,circle,square,6_10,pointy,ABa,False,shape,human,human,ABa
41383.tif,square,circle,6_10,pointy,ABa,False,shape,human,human,ABa
12991.tif,square,triangle,6_10,pointy,ABa,False,shape,human,human,ABa
39307.tif,square,circle,6_10,pointy,ABa,False,shape,human,human,ABa
1675.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
29587.tif,circle,square,6_10,pointy,ABa,False,shape,human,human,ABa
1747.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
33823.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
343.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
2011.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
29695.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
11947.tif,triangle,triangle,6_10,pointy,ABa,True,shape,human,human,ABa
38671.tif,triangle,circle,6_10,pointy,ABa,False,shape,human,human,ABa
1159.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
27163.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
41671.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
1459.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
16843.tif,triangle,triangle,6_10,pointy,ABa,True,shape,human,human,ABa
29263.tif,circle,square,6_10,pointy,ABa,False,shape,human,human,ABa
17311.tif,triangle,triangle,6_10,pointy,ABa,True,shape,human,human,ABa
41539.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
19819.tif,triangle,triangle,6_10,pointy,ABa,True,shape,human,human,ABa
13195.tif,triangle,triangle,6_10,pointy,ABa,True,shape,human,human,ABa
28735.tif,circle,square,6_10,pointy,ABa,False,shape,human,human,ABa
27115.tif,circle,square,6_10,pointy,ABa,False,shape,human,human,ABa
33715.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
11707.tif,triangle,triangle,6_10,pointy,ABa,True,shape,human,human,ABa
1027.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
34975.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
38587.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
28867.tif,triangle,square,6_10,pointy,ABa,False,shape,human,human,ABa
40135.tif,triangle,circle,6_10,pointy,ABa,False,shape,human,human,ABa
27739.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
10039.tif,triangle,triangle,6_10,pointy,ABa,True,shape,human,human,ABa
34039.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
40027.tif,square,circle,6_10,pointy,ABa,False,shape,human,human,ABa
35335.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
28255.tif,triangle,square,6_10,pointy,ABa,False,shape,human,human,ABa
1003.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
29155.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
38911.tif,triangle,circle,6_10,pointy,ABa,False,shape,human,human,ABa
2815.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
19687.tif,triangle,triangle,6_10,pointy,ABa,True,shape,human,human,ABa
11071.tif,circle,triangle,6_10,pointy,ABa,False,shape,human,human,ABa
29023.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
2335.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
29827.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
41143.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
17935.tif,circle,triangle,6_10,pointy,ABa,False,shape,human,human,ABa
28411.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
11371.tif,circle,triangle,6_10,pointy,ABa,False,shape,human,human,ABa
28447.tif,triangle,square,6_10,pointy,ABa,False,shape,human,human,ABa
29851.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
36643.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
10567.tif,circle,triangle,6_10,pointy,ABa,False,shape,human,human,ABa
11395.tif,circle,triangle,6_10,pointy,ABa,False,shape,human,human,ABa
27667.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
2491.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
16915.tif,circle,triangle,6_10,pointy,ABa,False,shape,human,human,ABa
29047.tif,square,square,6_10,pointy,ABa,True,shape,human,human,ABa
19399.tif,triangle,triangle,6_10,pointy,ABa,True,shape,human,human,ABa
18667.tif,circle,triangle,6_10,pointy,ABa,False,shape,human,human,ABa
10507.tif,circle,triangle,6_10,pointy,ABa,False,shape,human,human,ABa
13231.tif,square,triangle,6_10,pointy,ABa,False,shape,human,human,ABa
29779.tif,circle,square,6_10,pointy,ABa,False,shape,human,human,ABa
1987.tif,circle,circle,6_10,pointy,ABa,True,shape,human,human,ABa
39305.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
26897.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
101.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
11861.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
3293.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
40661.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
17801.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
16889.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
39353.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
18137.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
33425.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
30005.tif,circle,square,9_10,streaky,ABa,False,shape,human,human,ABa
18041.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
11945.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
18377.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
12857.tif,circle,triangle,9_10,streaky,ABa,False,shape,human,human,ABa
34997.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
34637.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
26921.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
40865.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
1025.tif,triangle,circle,9_10,streaky,ABa,False,shape,human,human,ABa
10937.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
10973.tif,square,triangle,9_10,streaky,ABa,False,shape,human,human,ABa
19793.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
16997.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
1565.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
18329.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
18977.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
33689.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
34301.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
19421.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
18353.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
40997.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
11729.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
35945.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
18941.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
35069.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
38561.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
19397.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
28385.tif,triangle,square,9_10,streaky,ABa,False,shape,human,human,ABa
1409.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
1673.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
11129.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
29933.tif,circle,square,9_10,streaky,ABa,False,shape,human,human,ABa
40397.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
40445.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
12041.tif,square,triangle,9_10,streaky,ABa,False,shape,human,human,ABa
36305.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
1385.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
40133.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
28673.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
38825.tif,triangle,circle,9_10,streaky,ABa,False,shape,human,human,ABa
10325.tif,square,triangle,9_10,streaky,ABa,False,shape,human,human,ABa
12137.tif,square,triangle,9_10,streaky,ABa,False,shape,human,human,ABa
35897.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
2045.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
36353.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
39869.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
39041.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
1289.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
11969.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
1829.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
2381.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
12173.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
38741.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
39785.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
35597.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
34085.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
40049.tif,triangle,circle,9_10,streaky,ABa,False,shape,human,human,ABa
3317.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
29873.tif,circle,square,9_10,streaky,ABa,False,shape,human,human,ABa
34217.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
27185.tif,circle,square,9_10,streaky,ABa,False,shape,human,human,ABa
18401.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
36485.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
17669.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
36617.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
36641.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
12725.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
18245.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
29261.tif,circle,square,9_10,streaky,ABa,False,shape,human,human,ABa
1073.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
35729.tif,circle,square,9_10,streaky,ABa,False,shape,human,human,ABa
3053.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
40025.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
16865.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
35657.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
17717.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
35573.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
28601.tif,circle,square,9_10,streaky,ABa,False,shape,human,human,ABa
35501.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
11309.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
10109.tif,circle,triangle,9_10,streaky,ABa,False,shape,human,human,ABa
28361.tif,circle,square,9_10,streaky,ABa,False,shape,human,human,ABa
28337.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
40841.tif,triangle,circle,9_10,streaky,ABa,False,shape,human,human,ABa
1313.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
2765.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
28625.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
27713.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
17981.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
17825.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
2225.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
39401.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
19049.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
35261.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
27689.tif,triangle,square,9_10,streaky,ABa,False,shape,human,human,ABa
10133.tif,square,triangle,9_10,streaky,ABa,False,shape,human,human,ABa
41597.tif,triangle,circle,9_10,streaky,ABa,False,shape,human,human,ABa
1937.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
39533.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
257.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
28973.tif,circle,square,9_10,streaky,ABa,False,shape,human,human,ABa
41069.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
27161.tif,triangle,square,9_10,streaky,ABa,False,shape,human,human,ABa
2441.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
34589.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
17777.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
1181.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
2333.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
38585.tif,triangle,circle,9_10,streaky,ABa,False,shape,human,human,ABa
19901.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
13301.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
34805.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
11069.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
29585.tif,circle,square,9_10,streaky,ABa,False,shape,human,human,ABa
28409.tif,triangle,square,9_10,streaky,ABa,False,shape,human,human,ABa
17153.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
40601.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
28313.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
26789.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
27665.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
2465.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
35021.tif,circle,square,9_10,streaky,ABa,False,shape,human,human,ABa
40817.tif,triangle,circle,9_10,streaky,ABa,False,shape,human,human,ABa
29021.tif,triangle,square,9_10,streaky,ABa,False,shape,human,human,ABa
39713.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
38381.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
1157.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
28121.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
28229.tif,circle,square,9_10,streaky,ABa,False,shape,human,human,ABa
19841.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
18845.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
41357.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
19865.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
34841.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
1697.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
28577.tif,circle,square,9_10,streaky,ABa,False,shape,human,human,ABa
18485.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
10169.tif,circle,triangle,9_10,streaky,ABa,False,shape,human,human,ABa
185.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
36437.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
10709.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
2537.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
10997.tif,square,triangle,9_10,streaky,ABa,False,shape,human,human,ABa
1649.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
38957.tif,triangle,circle,9_10,streaky,ABa,False,shape,human,human,ABa
2873.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
11897.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
34661.tif,square,square,9_10,streaky,ABa,True,shape,human,human,ABa
35045.tif,circle,square,9_10,streaky,ABa,False,shape,human,human,ABa
11549.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
38429.tif,square,circle,9_10,streaky,ABa,False,shape,human,human,ABa
737.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
27137.tif,circle,square,9_10,streaky,ABa,False,shape,human,human,ABa
10529.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
18761.tif,square,triangle,9_10,streaky,ABa,False,shape,human,human,ABa
17693.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
1961.tif,circle,circle,9_10,streaky,ABa,True,shape,human,human,ABa
18461.tif,triangle,triangle,9_10,streaky,ABa,True,shape,human,human,ABa
